-0.8838162008,-0.2039640395
0.079850892,3.9937491781
2.6951554912,1.679490822
1.7937637407,2.0364420779
3.3212627759,3.8115079019
4.3142201044,-0.0108133048
0.1612218203,0.4016644843
0.0589512809,2.4827123084
2.9121955505,-0.4667986348
1.758368748,1.4437724096
2.0257974691,-1.3053521086
0.2288717942,1.7892535486
0.1028288687,5.199101956
2.8935920209,0.7891733573
5.1202928951,0.5918132508
1.306968451,4.2094851963
4.2163397992,-0.5842529167
4.7394236953,0.5951513692
4.1439963785,1.2029331795
5.0328323483,2.583572515
2.7175612649,-1.0713071926
-1.2284855624,-1.3239324919
0.3524624166,1.3981632241
1.6908806603,0.5860443375
-0.9038984601,-2.6887097569
0.9515903368,-2.5512123349
4.5493936966,-2.1184048527
0.4390540794,0.8441904501
2.4059596735,1.9499030317
2.5625668451,2.3939938093
5.6904935334,-0.6460047921
1.4963534444,-3.0530915767
3.2907218506,2.336513087
-0.4626966076,0.5250732731
0.2457165487,0.7454995366
2.6530991721,0.2758174834
3.0487056281,0.512847704
1.0556647016,4.6556360182
2.5494682091,0.7633974877
0.6545360131,1.8453813668
3.1484982311,-3.1649731134
0.5953048377,-2.1269385993
2.5025983151,-0.4883201765
2.7048257856,1.3793861469
4.8657620415,2.075863666
-0.2189075277,5.7028384394
2.4275174778,-2.4336608904
-1.4528140917,-2.8607861915
2.2536662824,0.4737569837
3.5686222798,-0.529133189
-0.1343654091,-1.3276741038
1.5897110957,2.8395541074
4.4572348378,0.4604911336
5.3115788584,2.3436411149
2.0040983011,1.4042114983
4.9716521044,-1.8047443598
1.68289447,2.4800706277
0.2521295759,0.2729250986
1.7923183234,-0.3398833972
-1.4852014848,0.2603795823
0.3474912569,1.5739560966
0.7575527704,3.0372783094
4.7568563966,1.5471850065
2.445109814,-2.3666651724
6.0882839881,3.1666012218
2.8902676916,0.0269001476
2.7072734118,4.7498743521
1.5525341413,2.1545651982
0.2169184858,2.0751470992
2.3389425999,0.3656639329
1.2477220735,-0.7673073324
-1.1145068195,-0.8376639362
3.0298738501,-1.4441545019
1.6700179732,-0.6756819742
2.5239960325,3.410813556
0.9592082628,-0.3172328603
3.370792455,1.0531401771
0.8029249183,3.9407065102
2.7115721946,0.0993495526
3.3363830958,0.7673133678
1.7492985578,2.3404923161
0.1592629199,1.1656010958
2.4772800617,1.9776069203
4.1543861771,0.5185151403
-2.356075777,0.1044777607
2.2280097912,4.2428919475
2.2822748633,5.0465570736
2.6999068248,1.0193092802
1.2426480599,-0.6306526404
2.676362391,0.9043143412
0.8918231405,-0.2843126655
2.5105944522,-0.3620076493
4.2962773639,-2.6307531139
1.8184616571,-2.0985623116
-0.1584434494,0.6719045878
1.7932572108,-0.309876037
2.8681920146,3.732347974
1.4595513204,-2.7409289284
5.3225605165,-0.4274926021
1.1176613338,1.8873395864
